code,geog_level,period,med,mad
employment-rate-long-Employment Rate,country,2016,72.9,2.001510000000002
employment-rate-long-Employment Rate,country,2015,71.94999999999999,2.22390000000001
employment-rate-long-Employment Rate,country,2014,71.69999999999999,2.3721600000000125
employment-rate-long-Employment Rate,country,2013,70.9,2.0756399999999977
employment-rate-long-Employment Rate,country,2018,74.15,1.779120000000004
employment-rate-long-Employment Rate,country,2021,73.95,1.7049899999999978
employment-rate-long-Employment Rate,country,2020,72.85,1.6308600000000126
employment-rate-long-Employment Rate,country,2019,73.5,1.8532499999999998
employment-rate-long-Employment Rate,country,2012,69.4,2.149770000000004
employment-rate-long-Employment Rate,country,2007,70.94999999999999,3.187589999999998
employment-rate-long-Employment Rate,country,2006,70.8,3.3358499999999998
employment-rate-long-Employment Rate,country,2008,69.15,3.7806299999999955
employment-rate-long-Employment Rate,country,2005,70.85,2.891070000000004
employment-rate-long-Employment Rate,country,2004,71,2.7428100000000017
employment-rate-long-Employment Rate,country,2011,68.85,2.520420000000004
employment-rate-long-Employment Rate,country,2010,68.45,2.6686799999999957
employment-rate-long-Employment Rate,country,2009,68.6,3.1134600000000123
employment-rate-long-Employment Rate,region,2022,74.75,0.8154300000000063
employment-rate-long-Employment Rate,region,2017,74,1.630860000000002
employment-rate-long-Employment Rate,region,2016,73.35,2.0015099999999912
employment-rate-long-Employment Rate,region,2015,72.6,2.4462899999999976
employment-rate-long-Employment Rate,region,2014,72.35,2.8169399999999976
employment-rate-long-Employment Rate,region,2013,70.7,3.187590000000008
employment-rate-long-Employment Rate,region,2018,74.35,1.8532499999999998
employment-rate-long-Employment Rate,region,2021,74.5,2.0756399999999977
employment-rate-long-Employment Rate,region,2020,73.44999999999999,1.186080000000017
employment-rate-long-Employment Rate,region,2019,74.3,2.0756399999999977
employment-rate-long-Employment Rate,region,2012,69.35,2.22390000000001
employment-rate-long-Employment Rate,region,2007,70.9,3.4099800000000062
employment-rate-long-Employment Rate,region,2006,71.15,4.07715
employment-rate-long-Employment Rate,region,2008,68.95,3.854760000000002
employment-rate-long-Employment Rate,region,2005,71.3,4.07715
employment-rate-long-Employment Rate,region,2004,72.1,4.521929999999996
employment-rate-long-Employment Rate,region,2011,68.5,2.59455
employment-rate-long-Employment Rate,region,2010,67.95,3.113460000000002
employment-rate-long-Employment Rate,region,2009,68.45,3.261720000000004
employment-rate-long-Employment Rate,lower,2022,76.9,5.9304
employment-rate-long-Employment Rate,lower,2017,76.1,4.892580000000017
employment-rate-long-Employment Rate,lower,2016,75.9,5.4856200000000035
employment-rate-long-Employment Rate,lower,2015,75.2,5.4856200000000035
employment-rate-long-Employment Rate,lower,2014,74.5,5.4856200000000035
employment-rate-long-Employment Rate,lower,2013,73.5,5.9304
employment-rate-long-Employment Rate,lower,2018,77.1,5.3373599999999914
employment-rate-long-Employment Rate,lower,2021,76.4,5.337360000000013
employment-rate-long-Employment Rate,lower,2020,75.4,4.892580000000017
employment-rate-long-Employment Rate,lower,2019,76.6,4.744319999999983
employment-rate-long-Employment Rate,lower,2012,72.9,5.9304
employment-rate-long-Employment Rate,lower,2007,74.35,5.559749999999999
employment-rate-long-Employment Rate,lower,2006,74.2,5.782140000000008
employment-rate-long-Employment Rate,lower,2008,73,5.1891
employment-rate-long-Employment Rate,lower,2005,74.2,5.633879999999995
employment-rate-long-Employment Rate,lower,2004,74.8,4.892579999999995
employment-rate-long-Employment Rate,lower,2011,72.1,6.226920000000004
employment-rate-long-Employment Rate,lower,2010,71.7,5.4856200000000035
employment-rate-long-Employment Rate,lower,2009,71.7,5.633879999999995
employment-rate-long-Employment Rate,upper,2022,74.9,5.040839999999987
employment-rate-long-Employment Rate,upper,2017,74.45,4.596059999999992
employment-rate-long-Employment Rate,upper,2016,74.1,4.299539999999998
employment-rate-long-Employment Rate,upper,2015,73.2,5.114969999999993
employment-rate-long-Employment Rate,upper,2014,72.65,4.966710000000012
employment-rate-long-Employment Rate,upper,2013,71.25,5.114970000000004
employment-rate-long-Employment Rate,upper,2018,74.5,4.4478
employment-rate-long-Employment Rate,upper,2021,74.75,4.670190000000008
employment-rate-long-Employment Rate,upper,2020,74,3.8547599999999913
employment-rate-long-Employment Rate,upper,2019,74.65,4.151280000000006
employment-rate-long-Employment Rate,upper,2012,70.2,5.9304
employment-rate-long-Employment Rate,upper,2007,71.8,5.633879999999995
employment-rate-long-Employment Rate,upper,2006,71.8,6.152789999999998
employment-rate-long-Employment Rate,upper,2008,70.1,5.633880000000016
employment-rate-long-Employment Rate,upper,2005,71.4,5.4856200000000035
employment-rate-long-Employment Rate,upper,2004,71.80000000000001,5.411489999999998
employment-rate-long-Employment Rate,upper,2011,69.25,5.411490000000009
employment-rate-long-Employment Rate,upper,2010,68.6,5.633880000000006
employment-rate-long-Employment Rate,upper,2009,69.7,5.1891
employment-rate-long-Economic Inactivity Rate,country,2022,22.5,1.3343399999999979
employment-rate-long-Economic Inactivity Rate,country,2017,23.1,1.8532500000000025
employment-rate-long-Economic Inactivity Rate,country,2016,23.55,1.927380000000001
employment-rate-long-Economic Inactivity Rate,country,2015,24.25,2.2239
employment-rate-long-Economic Inactivity Rate,country,2014,23.549999999999997,2.0015099999999992
employment-rate-long-Economic Inactivity Rate,country,2013,23.9,2.0015099999999992
employment-rate-long-Economic Inactivity Rate,country,2018,22.7,1.7049900000000004
employment-rate-long-Economic Inactivity Rate,country,2021,23.450000000000003,2.075640000000003
employment-rate-long-Economic Inactivity Rate,country,2020,23.95,2.149769999999999
employment-rate-long-Economic Inactivity Rate,country,2019,23.6,2.372160000000002
employment-rate-long-Economic Inactivity Rate,country,2012,24.45,2.149769999999999
employment-rate-long-Economic Inactivity Rate,country,2007,24.85,3.187590000000003
employment-rate-long-Economic Inactivity Rate,country,2006,25.15,3.7064999999999997
employment-rate-long-Economic Inactivity Rate,country,2008,24.950000000000003,3.187590000000003
employment-rate-long-Economic Inactivity Rate,country,2005,25.1,3.039330000000001
employment-rate-long-Economic Inactivity Rate,country,2004,25.2,2.9652
employment-rate-long-Economic Inactivity Rate,country,2011,24.9,2.59455
employment-rate-long-Economic Inactivity Rate,country,2010,25.65,3.039330000000001
employment-rate-long-Economic Inactivity Rate,country,2009,25.35,2.9652
employment-rate-long-Economic Inactivity Rate,region,2022,22.15,1.0378200000000015
employment-rate-long-Economic Inactivity Rate,region,2017,22.65,1.6308599999999993
employment-rate-long-Economic Inactivity Rate,region,2016,23,1.7049900000000004
employment-rate-long-Economic Inactivity Rate,region,2015,23.25,2.2980299999999985
employment-rate-long-Economic Inactivity Rate,region,2014,22.75,3.187589999999998
employment-rate-long-Economic Inactivity Rate,region,2013,23.35,2.8169399999999976
employment-rate-long-Economic Inactivity Rate,region,2018,22.4,1.9273799999999983
employment-rate-long-Economic Inactivity Rate,region,2021,22.55,2.59455
employment-rate-long-Economic Inactivity Rate,region,2020,22.65,2.5204199999999988
employment-rate-long-Economic Inactivity Rate,region,2019,22.3,2.2980299999999985
employment-rate-long-Economic Inactivity Rate,region,2012,23.65,2.1497700000000015
employment-rate-long-Economic Inactivity Rate,region,2007,24.55,3.18759
employment-rate-long-Economic Inactivity Rate,region,2006,24.6,3.7064999999999997
employment-rate-long-Economic Inactivity Rate,region,2008,24.4,3.113459999999997
employment-rate-long-Economic Inactivity Rate,region,2005,24.35,3.6323699999999963
employment-rate-long-Economic Inactivity Rate,region,2004,24.3,3.4841099999999994
employment-rate-long-Economic Inactivity Rate,region,2011,24.55,2.668680000000001
employment-rate-long-Economic Inactivity Rate,region,2010,25.4,3.18759
employment-rate-long-Economic Inactivity Rate,region,2009,25.200000000000003,2.9652
employment-rate-long-Economic Inactivity Rate,lower,2022,20.9,5.485620000000002
employment-rate-long-Economic Inactivity Rate,lower,2017,20.8,4.744319999999998
employment-rate-long-Economic Inactivity Rate,lower,2016,21,4.299539999999998
employment-rate-long-Economic Inactivity Rate,lower,2015,21.2,4.744319999999998
employment-rate-long-Economic Inactivity Rate,lower,2014,21.4,4.744320000000004
employment-rate-long-Economic Inactivity Rate,lower,2013,21.6,4.744319999999998
employment-rate-long-Economic Inactivity Rate,lower,2018,20.1,4.892580000000001
employment-rate-long-Economic Inactivity Rate,lower,2021,21,5.0408399999999975
employment-rate-long-Economic Inactivity Rate,lower,2020,21.299999999999997,4.373669999999999
employment-rate-long-Economic Inactivity Rate,lower,2019,20.5,4.151280000000001
employment-rate-long-Economic Inactivity Rate,lower,2012,21.8,4.299540000000003
employment-rate-long-Economic Inactivity Rate,lower,2007,22.2,4.596060000000002
employment-rate-long-Economic Inactivity Rate,lower,2006,22.2,4.892580000000001
employment-rate-long-Economic Inactivity Rate,lower,2008,21.9,4.299539999999998
employment-rate-long-Economic Inactivity Rate,lower,2005,22,4.299539999999998
employment-rate-long-Economic Inactivity Rate,lower,2004,22.1,4.151280000000001
employment-rate-long-Economic Inactivity Rate,lower,2011,22.2,4.59606
employment-rate-long-Economic Inactivity Rate,lower,2010,22.7,4.151280000000001
employment-rate-long-Economic Inactivity Rate,lower,2009,22.6,4.892579999999995
employment-rate-long-Economic Inactivity Rate,upper,2022,22.2,4.966709999999999
employment-rate-long-Economic Inactivity Rate,upper,2017,22.1,3.8547599999999966
employment-rate-long-Economic Inactivity Rate,upper,2016,22.3,3.7064999999999997
employment-rate-long-Economic Inactivity Rate,upper,2015,22.8,4.151280000000001
employment-rate-long-Economic Inactivity Rate,upper,2014,22.7,4.151280000000001
employment-rate-long-Economic Inactivity Rate,upper,2013,23.4,4.0030199999999985
employment-rate-long-Economic Inactivity Rate,upper,2018,22,4.0030199999999985
employment-rate-long-Economic Inactivity Rate,upper,2021,22.4,4.299539999999998
employment-rate-long-Economic Inactivity Rate,upper,2020,22.5,3.7064999999999997
employment-rate-long-Economic Inactivity Rate,upper,2019,22.3,3.8547599999999993
employment-rate-long-Economic Inactivity Rate,upper,2012,23.299999999999997,3.928889999999995
employment-rate-long-Economic Inactivity Rate,upper,2007,23.85,4.3736700000000015
employment-rate-long-Economic Inactivity Rate,upper,2006,23.85,4.447800000000003
employment-rate-long-Economic Inactivity Rate,upper,2008,23.8,4.299540000000003
employment-rate-long-Economic Inactivity Rate,upper,2005,24.05,4.744320000000001
employment-rate-long-Economic Inactivity Rate,upper,2004,24.35,4.521929999999996
employment-rate-long-Economic Inactivity Rate,upper,2011,23.9,3.632370000000001
employment-rate-long-Economic Inactivity Rate,upper,2010,24.6,3.928890000000003
employment-rate-long-Economic Inactivity Rate,upper,2009,24.3,4.225409999999999
gross-disposable-household-income-per-head,country,1997,9418.5,758.3498999999999
gross-disposable-household-income-per-head,country,2021,18834,1478.1522
gross-disposable-household-income-per-head,country,2020,18186.5,1636.7903999999999
gross-disposable-household-income-per-head,country,2019,18168,1670.8901999999998
gross-disposable-household-income-per-head,country,2018,17626,1631.6012999999998
gross-disposable-household-income-per-head,country,2017,17064,1555.2474
gross-disposable-household-income-per-head,country,2016,16651.5,1676.0792999999999
gross-disposable-household-income-per-head,country,2014,16063,1766.5178999999998
gross-disposable-household-income-per-head,country,2013,15674,1813.2197999999999
gross-disposable-household-income-per-head,country,2012,15231,1813.2197999999999
gross-disposable-household-income-per-head,country,2011,14811,1636.0491
gross-disposable-household-income-per-head,country,2010,14547.5,1633.0838999999999
gross-disposable-household-income-per-head,country,2015,16571,1776.1547999999998
gross-disposable-household-income-per-head,country,2008,14211,1598.9841
gross-disposable-household-income-per-head,country,2009,14308.5,1616.0339999999999
gross-disposable-household-income-per-head,country,1999,9934.5,922.1772
gross-disposable-household-income-per-head,country,2000,10506.5,1020.0287999999999
gross-disposable-household-income-per-head,country,2001,10985,1226.8515
gross-disposable-household-income-per-head,country,2002,11333.5,1130.4824999999998
gross-disposable-household-income-per-head,country,1998,9543.5,896.2316999999999
gross-disposable-household-income-per-head,country,2004,12256,1060.8002999999999
gross-disposable-household-income-per-head,country,2005,12615,951.0879
gross-disposable-household-income-per-head,country,2006,13114.5,973.3268999999999
gross-disposable-household-income-per-head,country,2007,13659,1311.3597
gross-disposable-household-income-per-head,country,2003,11739.5,1070.4371999999998
gross-disposable-household-income-per-head,region,1997,9633,673.8417
gross-disposable-household-income-per-head,region,2021,18910,1570.8147
gross-disposable-household-income-per-head,region,2020,18406,1962.2211
gross-disposable-household-income-per-head,region,2019,18358,1952.5841999999998
gross-disposable-household-income-per-head,region,2018,17737.5,1796.9112
gross-disposable-household-income-per-head,region,2017,17175.5,1720.5573
gross-disposable-household-income-per-head,region,2016,16708,1687.9400999999998
gross-disposable-household-income-per-head,region,2014,15876.5,1548.5756999999999
gross-disposable-household-income-per-head,region,2013,15451,1508.5455
gross-disposable-household-income-per-head,region,2012,14959.5,1471.4805
gross-disposable-household-income-per-head,region,2011,14512,1361.7681
gross-disposable-household-income-per-head,region,2010,14304.5,1385.4896999999999
gross-disposable-household-income-per-head,region,2015,16653,1781.3438999999998
gross-disposable-household-income-per-head,region,2008,13839,1581.1929
gross-disposable-household-income-per-head,region,2009,14199.5,1435.1568
gross-disposable-household-income-per-head,region,1999,10266,986.6703
gross-disposable-household-income-per-head,region,2000,10723,892.5251999999999
gross-disposable-household-income-per-head,region,2001,11159,885.1121999999999
gross-disposable-household-income-per-head,region,2002,11421.5,919.9532999999999
gross-disposable-household-income-per-head,region,1998,9819.5,889.56
gross-disposable-household-income-per-head,region,2004,12247,894.7491
gross-disposable-household-income-per-head,region,2005,12604.5,951.0879
gross-disposable-household-income-per-head,region,2006,13015.5,973.3268999999999
gross-disposable-household-income-per-head,region,2007,13656.5,1311.3597
gross-disposable-household-income-per-head,region,2003,11812,945.1574999999999
gross-disposable-household-income-per-head,lower,1997,10165.5,2011.8881999999999
gross-disposable-household-income-per-head,lower,2021,20424.5,3889.6011
gross-disposable-household-income-per-head,lower,2020,19723.5,3737.6346
gross-disposable-household-income-per-head,lower,2019,19853.5,4083.8217
gross-disposable-household-income-per-head,lower,2018,19174,3991.9004999999997
gross-disposable-household-income-per-head,lower,2017,18506,3727.9977
gross-disposable-household-income-per-head,lower,2016,18113.5,3742.8237
gross-disposable-household-income-per-head,lower,2014,17012,3235.0332
gross-disposable-household-income-per-head,lower,2013,16568,3172.0227
gross-disposable-household-income-per-head,lower,2012,15987,2985.2151
gross-disposable-household-income-per-head,lower,2011,15653,2858.4528
gross-disposable-household-income-per-head,lower,2010,15380.5,2768.0142
gross-disposable-household-income-per-head,lower,2015,17806,3687.9674999999997
gross-disposable-household-income-per-head,lower,2008,14756,2907.3786
gross-disposable-household-income-per-head,lower,2009,15153.5,2737.6209
gross-disposable-household-income-per-head,lower,1999,10786,2113.4463
gross-disposable-household-income-per-head,lower,2000,11288,2228.3478
gross-disposable-household-income-per-head,lower,2001,11715,2211.2979
gross-disposable-household-income-per-head,lower,2002,12009,2217.9696
gross-disposable-household-income-per-head,lower,1998,10361,2108.2572
gross-disposable-household-income-per-head,lower,2004,12885.5,2281.7214
gross-disposable-household-income-per-head,lower,2005,13331,2427.0162
gross-disposable-household-income-per-head,lower,2006,13837,2595.2913
gross-disposable-household-income-per-head,lower,2007,14453.5,2759.8599
gross-disposable-household-income-per-head,lower,2003,12352,2194.9892999999997
gross-disposable-household-income-per-head,upper,1997,9591,1639.7556
gross-disposable-household-income-per-head,upper,2021,19113,2960.7522
gross-disposable-household-income-per-head,upper,2020,18663,3203.8986
gross-disposable-household-income-per-head,upper,2019,18635,3297.3024
gross-disposable-household-income-per-head,upper,2018,17950,3116.4251999999997
gross-disposable-household-income-per-head,upper,2017,17377,3076.395
gross-disposable-household-income-per-head,upper,2016,16909,3067.4993999999997
gross-disposable-household-income-per-head,upper,2014,15995,2785.8053999999997
gross-disposable-household-income-per-head,upper,2013,15585,2769.4968
gross-disposable-household-income-per-head,upper,2012,15146,2598.9977999999996
gross-disposable-household-income-per-head,upper,2011,14751,2472.9768
gross-disposable-household-income-per-head,upper,2010,14427,2400.3294
gross-disposable-household-income-per-head,upper,2015,16703,3042.2952
gross-disposable-household-income-per-head,upper,2008,14048,2526.3504
gross-disposable-household-income-per-head,upper,2009,14266,2459.6333999999997
gross-disposable-household-income-per-head,upper,1999,10048,1715.3682
gross-disposable-household-income-per-head,upper,2000,10524,1817.6676
gross-disposable-household-income-per-head,upper,2001,11041,1853.25
gross-disposable-household-income-per-head,upper,2002,11326,1798.3937999999998
gross-disposable-household-income-per-head,upper,1998,9741,1773.1896
gross-disposable-household-income-per-head,upper,2004,12215,2043.0228
gross-disposable-household-income-per-head,upper,2005,12630,2068.227
gross-disposable-household-income-per-head,upper,2006,13095,2231.313
gross-disposable-household-income-per-head,upper,2007,13610,2280.2388
gross-disposable-household-income-per-head,upper,2003,11694,1925.8973999999998
gross-median-weekly-pay,country,2002,296.25,13.121009999999991
gross-median-weekly-pay,country,2023,558.45,32.543070000000064
gross-median-weekly-pay,country,2022,517.25,21.794220000000024
gross-median-weekly-pay,country,2021,487.54999999999995,26.09375999999999
gross-median-weekly-pay,country,2020,469.70000000000005,23.64746999999998
gross-median-weekly-pay,country,2019,459.5,27.279840000000007
gross-median-weekly-pay,country,2017,426.75,25.2042
gross-median-weekly-pay,country,2016,420.6,25.278330000000015
gross-median-weekly-pay,country,2015,405.85,30.319169999999982
gross-median-weekly-pay,country,2014,398.5,28.391790000000007
gross-median-weekly-pay,country,2013,395.20000000000005,29.874389999999966
gross-median-weekly-pay,country,2018,437.55,24.018120000000025
gross-median-weekly-pay,country,2011,379.6,28.243530000000014
gross-median-weekly-pay,country,2010,381.20000000000005,28.836570000000066
gross-median-weekly-pay,country,2009,373.9,23.573339999999966
gross-median-weekly-pay,country,2008,362.4,23.86985999999999
gross-median-weekly-pay,country,2007,348.85,22.683780000000016
gross-median-weekly-pay,country,2006,340,16.82750999999999
gross-median-weekly-pay,country,2005,327,10.89710999999999
gross-median-weekly-pay,country,2004,320.35,13.56579000000005
gross-median-weekly-pay,country,2003,308.4,19.64445
gross-median-weekly-pay,country,2012,381.2,26.538539999999966
gross-median-weekly-pay,region,2002,304.85,15.641430000000016
gross-median-weekly-pay,region,2023,550.9000000000001,22.016610000000117
gross-median-weekly-pay,region,2022,507.45000000000005,13.565790000000007
gross-median-weekly-pay,region,2021,480.20000000000005,16.38273000000006
gross-median-weekly-pay,region,2020,459.05,27.65049000000001
gross-median-weekly-pay,region,2019,453.9,18.31010999999999
gross-median-weekly-pay,region,2017,421.6,14.974260000000033
gross-median-weekly-pay,region,2016,413.55,14.45535
gross-median-weekly-pay,region,2015,400.45,17.56880999999995
gross-median-weekly-pay,region,2014,393.45,14.751869999999982
gross-median-weekly-pay,region,2013,390.85,13.788180000000017
gross-median-weekly-pay,region,2018,432.9,17.04989999999996
gross-median-weekly-pay,region,2011,372.3,12.009059999999991
gross-median-weekly-pay,region,2010,381.05,17.93945999999999
gross-median-weekly-pay,region,2009,375.3,18.5325
gross-median-weekly-pay,region,2008,368.95,21.942479999999975
gross-median-weekly-pay,region,2007,354.2,16.82750999999999
gross-median-weekly-pay,region,2006,345,13.714049999999999
gross-median-weekly-pay,region,2005,333.95,16.679249999999957
gross-median-weekly-pay,region,2004,325.35,9.340380000000016
gross-median-weekly-pay,region,2003,316.6,16.234470000000023
gross-median-weekly-pay,region,2012,379.6,14.381219999999983
gross-median-weekly-pay,lower,2023,570.7,64.78962000000007
gross-median-weekly-pay,lower,2022,525.3,57.37662000000007
gross-median-weekly-pay,lower,2021,493.3,55.74576000000003
gross-median-weekly-pay,lower,2020,469.5,62.713980000000014
gross-median-weekly-pay,lower,2019,468,57.8214
gross-median-weekly-pay,lower,2017,434.70000000000005,54.70794000000001
gross-median-weekly-pay,lower,2016,425.75,56.412929999999974
gross-median-weekly-pay,lower,2015,417.1,55.5975
gross-median-weekly-pay,lower,2014,407.5,50.11188000000001
gross-median-weekly-pay,lower,2013,407.6,56.93184000000005
gross-median-weekly-pay,lower,2018,450.1,56.63531999999998
gross-median-weekly-pay,lower,2011,393.2,56.3388
gross-median-weekly-pay,lower,2010,395.1,50.70491999999998
gross-median-weekly-pay,lower,2009,386.7,52.18751999999998
gross-median-weekly-pay,lower,2008,380.6,52.928820000000066
gross-median-weekly-pay,lower,2012,401.1,58.41444000000005
gross-median-weekly-pay,upper,2002,315.70000000000005,36.249569999999984
gross-median-weekly-pay,upper,2023,566.7,56.783580000000015
gross-median-weekly-pay,upper,2022,519.9,48.925799999999995
gross-median-weekly-pay,upper,2021,489.9,50.70491999999998
gross-median-weekly-pay,upper,2020,467.9,52.928820000000066
gross-median-weekly-pay,upper,2019,460,49.815360000000034
gross-median-weekly-pay,upper,2017,430.6,45.812340000000006
gross-median-weekly-pay,upper,2016,421.3,48.62927999999997
gross-median-weekly-pay,upper,2015,412.9,45.9606
gross-median-weekly-pay,upper,2014,401.4,42.9954
gross-median-weekly-pay,upper,2013,400,44.477999999999994
gross-median-weekly-pay,upper,2018,440.65,43.66256999999994
gross-median-weekly-pay,upper,2011,383.5,44.181480000000015
gross-median-weekly-pay,upper,2010,388.2,45.515819999999984
gross-median-weekly-pay,upper,2009,384,45.515819999999984
gross-median-weekly-pay,upper,2008,371.5,41.5128
gross-median-weekly-pay,upper,2007,365.1,33.21024000000005
gross-median-weekly-pay,upper,2006,358.8,36.39782999999997
gross-median-weekly-pay,upper,2005,338.75,31.875899999999998
gross-median-weekly-pay,upper,2004,334.6,28.984830000000017
gross-median-weekly-pay,upper,2003,327.45,32.839589999999966
gross-median-weekly-pay,upper,2012,388,47.4432
gross-value-added-per-hour-worked,country,2004,22.505000000000003,2.305443000000002
gross-value-added-per-hour-worked,country,2021,34.955,3.5285880000000036
gross-value-added-per-hour-worked,country,2020,34.32,3.6323699999999985
gross-value-added-per-hour-worked,country,2019,33.2,3.721326000000005
gross-value-added-per-hour-worked,country,2018,32.06,3.862173000000003
gross-value-added-per-hour-worked,country,2016,30.265,3.721326000000002
gross-value-added-per-hour-worked,country,2015,29.6,3.7954560000000006
gross-value-added-per-hour-worked,country,2014,29.025,3.899237999999998
gross-value-added-per-hour-worked,country,2013,28.475,3.839934000000002
gross-value-added-per-hour-worked,country,2017,31.015,3.713913000000001
gross-value-added-per-hour-worked,country,2011,27.265,3.565652999999999
gross-value-added-per-hour-worked,country,2010,26.645000000000003,3.491523000000003
gross-value-added-per-hour-worked,country,2009,25.935000000000002,3.254307000000003
gross-value-added-per-hour-worked,country,2008,25.185000000000002,2.8688310000000032
gross-value-added-per-hour-worked,country,2007,24.31,2.505593999999999
gross-value-added-per-hour-worked,country,2006,23.48,2.342508
gross-value-added-per-hour-worked,country,2005,22.424999999999997,2.3054429999999995
gross-value-added-per-hour-worked,country,2012,27.89,3.6546089999999998
gross-value-added-per-hour-worked,region,2004,23.22,1.3936439999999966
gross-value-added-per-hour-worked,region,2021,33.915,2.127530999999998
gross-value-added-per-hour-worked,region,2020,33.465,2.097879000000004
gross-value-added-per-hour-worked,region,2019,32.555,2.4314640000000005
gross-value-added-per-hour-worked,region,2018,31.625,2.4314640000000005
gross-value-added-per-hour-worked,region,2016,29.92,2.275791
gross-value-added-per-hour-worked,region,2015,29.155,2.134943999999999
gross-value-added-per-hour-worked,region,2014,28.509999999999998,2.0459880000000013
gross-value-added-per-hour-worked,region,2013,27.96,1.9125540000000012
gross-value-added-per-hour-worked,region,2017,30.73,2.3499209999999984
gross-value-added-per-hour-worked,region,2011,27.06,2.023749
gross-value-added-per-hour-worked,region,2010,26.605,2.2164869999999985
gross-value-added-per-hour-worked,region,2009,26.305,2.1201179999999993
gross-value-added-per-hour-worked,region,2008,25.93,2.038575
gross-value-added-per-hour-worked,region,2007,25.215,2.038575
gross-value-added-per-hour-worked,region,2006,24.35,1.7939460000000012
gross-value-added-per-hour-worked,region,2005,23.11,1.3343400000000005
gross-value-added-per-hour-worked,region,2012,27.534999999999997,1.8754890000000008
gross-value-added-per-hour-worked,lower,2004,23.525,4.381083000000002
gross-value-added-per-hour-worked,lower,2021,34.275000000000006,5.589401999999996
gross-value-added-per-hour-worked,lower,2020,33.78,5.633879999999998
gross-value-added-per-hour-worked,lower,2019,32.875,5.537511000000001
gross-value-added-per-hour-worked,lower,2018,31.775,5.374425
gross-value-added-per-hour-worked,lower,2016,29.93,4.848101999999999
gross-value-added-per-hour-worked,lower,2015,29.155,4.722081
